id,time,value
2,2026:06:22 18:04:58,400.9
3,2026:06:22 18:04:58,716.2
1,2026:06:22 18:05:58,784.6
2,2026:06:22 18:05:58,799.3
3,2026:06:22 18:05:58,440.9
1,2026:06:22 18:06:58,585.8
2,2026:06:22 18:06:58,67.3
3,2026:06:22 18:06:58,665.4
1,2026:06:22 18:07:58,33.5
2,2026:06:22 18:07:58,26.8
3,2026:06:22 18:07:58,49.0
1,2026:06:22 18:08:58,60.7
2,2026:06:22 18:08:58,456.4
3,2026:06:22 18:08:58,56.3
1,2026:06:22 18:09:58,467.4
2,2026:06:22 18:09:58,13.4
3,2026:06:22 18:09:58,676.2
1,2026:06:22 18:10:58,207.5
2,2026:06:22 18:10:58,271.9
3,2026:06:22 18:10:58,320.8
1,2026:06:22 18:11:58,624.1
2,2026:06:22 18:11:58,92.3
3,2026:06:22 18:11:58,396.6
1,2026:06:22 18:12:58,627.7
2,2026:06:22 18:12:58,616.0
3,2026:06:22 18:12:58,517.0
1,2026:06:22 18:13:58,780.9
2,2026:06:22 18:13:58,669.2
3,2026:06:22 18:13:58,690.6
1,2026:06:22 18:14:58,658.0
2,2026:06:22 18:14:58,415.0
3,2026:06:22 18:14:58,123.3
1,2026:06:22 18:15:58,168.2
2,2026:06:22 18:15:58,444.5
3,2026:06:22 18:15:58,620.5
1,2026:06:22 18:16:58,384.0
2,2026:06:22 18:16:58,321.1
3,2026:06:22 18:16:58,501.0
1,2026:06:22 18:17:58,338.3
2,2026:06:22 18:17:58,282.0
3,2026:06:22 18:17:58,19.2
1,2026:06:22 18:18:58,34.4
2,2026:06:22 18:18:58,475.8
3,2026:06:22 18:18:58,255.1
1,2026:06:22 18:19:58,505.1
2,2026:06:22 18:19:58,293.6
3,2026:06:22 18:19:58,68.7
1,2026:06:22 18:20:58,329.3
2,2026:06:22 18:20:58,319.9
3,2026:06:22 18:20:58,277.5
1,2026:06:22 18:21:58,352.7
2,2026:06:22 18:21:58,467.1
3,2026:06:22 18:21:58,36.9
1,2026:06:22 18:22:58,579.3
2,2026:06:22 18:22:58,683.1
3,2026:06:22 18:22:58,35.2
1,2026:06:22 18:23:58,458.3
2,2026:06:22 18:23:58,255.3
3,2026:06:22 18:23:58,72.9
1,2026:06:22 18:24:58,341.6
2,2026:06:22 18:24:58,176.5
3,2026:06:22 18:24:58,627.1
1,2026:06:22 18:25:58,177.3
2,2026:06:22 18:25:58,286.8
3,2026:06:22 18:25:58,649.1
1,2026:06:22 18:26:58,597.4
2,2026:06:22 18:26:58,250.7
3,2026:06:22 18:26:58,239.9
1,2026:06:22 18:27:58,7.2
2,2026:06:22 18:27:58,56.1
3,2026:06:22 18:27:58,402.9
1,2026:06:22 18:28:58,378.5
2,2026:06:22 18:28:58,390.5
3,2026:06:22 18:28:58,415.9
1,2026:06:22 18:29:58,24.2
2,2026:06:22 18:29:58,447.9
3,2026:06:22 18:29:58,315.9
1,2026:06:22 18:30:58,603.0
2,2026:06:22 18:30:58,771.7
3,2026:06:22 18:30:58,739.5
1,2026:06:22 18:31:58,378.2
2,2026:06:22 18:31:58,440.0
3,2026:06:22 18:31:58,680.7
1,2026:06:22 18:32:58,773.6
2,2026:06:22 18:32:58,416.7
3,2026:06:22 18:32:58,489.4
1,2026:06:22 18:33:58,793.8
2,2026:06:22 18:33:58,278.4
3,2026:06:22 18:33:58,105.1
1,2026:06:22 18:34:58,463.9
2,2026:06:22 18:34:58,283.6
3,2026:06:22 18:34:58,22.6
1,2026:06:22 18:35:58,374.4
2,2026:06:22 18:35:58,284.8
3,2026:06:22 18:35:58,277.8
1,2026:06:22 18:36:58,311.6
2,2026:06:22 18:36:58,23.6
3,2026:06:22 18:36:58,24.4
1,2026:06:22 18:37:58,363.8
2,2026:06:22 18:37:58,797.1
3,2026:06:22 18:37:58,323.2
1,2026:06:22 18:38:58,493.6
2,2026:06:22 18:38:58,552.7
3,2026:06:22 18:38:58,328.0
1,2026:06:22 18:39:58,229.5
2,2026:06:22 18:39:58,96.9
3,2026:06:22 18:39:58,336.9
1,2026:06:22 18:40:58,530.5
2,2026:06:22 18:40:58,309.4
3,2026:06:22 18:40:58,159.7
1,2026:06:22 18:41:58,269.7
2,2026:06:22 18:41:58,258.9
3,2026:06:22 18:41:58,549.0
1,2026:06:22 18:42:58,362.9
2,2026:06:22 18:42:58,748.0
3,2026:06:22 18:42:58,383.3
1,2026:06:22 18:43:58,352.9
2,2026:06:22 18:43:58,149.5
3,2026:06:22 18:43:58,719.5
1,2026:06:22 18:44:58,262.4
2,2026:06:22 18:44:58,194.5
3,2026:06:22 18:44:58,772.2
1,2026:06:22 18:45:58,220.4
2,2026:06:22 18:45:58,755.3
3,2026:06:22 18:45:58,308.7
1,2026:06:22 18:46:58,176.4
2,2026:06:22 18:46:58,317.8
3,2026:06:22 18:46:58,383.5
1,2026:06:22 18:47:58,536.3
2,2026:06:22 18:47:58,11.7
3,2026:06:22 18:47:58,778.8
1,2026:06:22 18:48:58,635.2
2,2026:06:22 18:48:58,747.9
3,2026:06:22 18:48:58,272.2
1,2026:06:22 18:49:58,324.6
2,2026:06:22 18:49:58,662.5
3,2026:06:22 18:49:58,282.5
1,2026:06:22 18:50:58,210.4
2,2026:06:22 18:50:58,15.9
3,2026:06:22 18:50:58,715.6
1,2026:06:22 18:51:58,361.5
2,2026:06:22 18:51:58,155.3
3,2026:06:22 18:51:58,377.8
1,2026:06:22 18:52:58,738.3
2,2026:06:22 18:52:58,175.7
3,2026:06:22 18:52:58,92.2
1,2026:06:22 18:53:58,777.0
2,2026:06:22 18:53:58,589.6
3,2026:06:22 18:53:58,61.0
1,2026:06:22 18:54:58,456.2
2,2026:06:22 18:54:58,343.0
3,2026:06:22 18:54:58,622.7
1,2026:06:22 18:55:58,704.6
2,2026:06:22 18:55:58,387.5
3,2026:06:22 18:55:58,527.4
1,2026:06:22 18:56:58,550.6
2,2026:06:22 18:56:58,630.1
3,2026:06:22 18:56:58,769.0
1,2026:06:22 18:57:58,173.2
2,2026:06:22 18:57:58,94.2
3,2026:06:22 18:57:58,571.8
1,2026:06:22 18:58:58,394.5
2,2026:06:22 18:58:58,27.1
3,2026:06:22 18:58:58,484.8
1,2026:06:22 18:59:58,709.6
2,2026:06:22 18:59:58,96.6
3,2026:06:22 18:59:58,253.5
1,2026:06:22 19:00:58,26.0
2,2026:06:22 19:00:58,636.5
3,2026:06:22 19:00:58,514.8
1,2026:06:22 19:01:58,146.8
2,2026:06:22 19:01:58,394.9
3,2026:06:22 19:01:58,373.9
1,2026:06:22 19:02:58,27.3
2,2026:06:22 19:02:58,555.9
3,2026:06:22 19:02:58,616.3
1,2026:06:22 19:03:58,761.2
2,2026:06:22 19:03:58,434.3
3,2026:06:22 19:03:58,655.3
1,2026:06:22 19:04:58,759.6
2,2026:06:22 19:04:58,88.0
3,2026:06:22 19:04:58,92.9
1,2026:06:22 19:05:58,621.9
2,2026:06:22 19:05:58,259.2
3,2026:06:22 19:05:58,1.7
1,2026:06:22 19:06:58,648.6
2,2026:06:22 19:06:58,255.1
3,2026:06:22 19:06:58,522.9
1,2026:06:22 19:07:58,644.4
2,2026:06:22 19:07:58,317.1
3,2026:06:22 19:07:58,488.4
1,2026:06:22 19:08:58,577.1
2,2026:06:22 19:08:58,332.1
3,2026:06:22 19:08:58,91.7
1,2026:06:22 19:09:58,647.2
2,2026:06:22 19:09:58,673.4
3,2026:06:22 19:09:58,768.5
1,2026:06:22 19:10:58,287.7
2,2026:06:22 19:10:58,42.6
3,2026:06:22 19:10:58,698.4
1,2026:06:22 19:11:58,489.7
2,2026:06:22 19:11:58,652.4
3,2026:06:22 19:11:58,145.6
1,2026:06:22 19:12:58,728.8
2,2026:06:22 19:12:58,503.7
3,2026:06:22 19:12:58,429.2
1,2026:06:22 19:13:58,309.3
2,2026:06:22 19:13:58,291.1
3,2026:06:22 19:13:58,100.8
1,2026:06:22 19:14:58,20.8
2,2026:06:22 19:14:58,48.5
3,2026:06:22 19:14:58,657.7
1,2026:06:22 19:15:58,701.4
2,2026:06:22 19:15:58,294.3
3,2026:06:22 19:15:58,234.6
1,2026:06:22 19:16:58,260.4
2,2026:06:22 19:16:58,98.2
3,2026:06:22 19:16:58,301.2
1,2026:06:22 19:17:58,366.8
2,2026:06:22 19:17:58,660.1
3,2026:06:22 19:17:58,254.2
1,2026:06:22 19:18:58,273.7
2,2026:06:22 19:18:58,658.3
3,2026:06:22 19:18:58,124.0
1,2026:06:22 19:19:58,730.5
2,2026:06:22 19:19:58,153.6
3,2026:06:22 19:19:58,384.2
1,2026:06:22 19:20:58,554.9
2,2026:06:22 19:20:58,557.7
3,2026:06:22 19:20:58,135.6
1,2026:06:22 19:21:58,240.7
2,2026:06:22 19:21:58,23.7
3,2026:06:22 19:21:58,133.7
1,2026:06:22 19:22:58,796.4
2,2026:06:22 19:22:58,693.4
3,2026:06:22 19:22:58,379.9
1,2026:06:22 19:23:58,781.1
2,2026:06:22 19:23:58,184.0
3,2026:06:22 19:23:58,217.4
1,2026:06:22 19:24:58,25.5
2,2026:06:22 19:24:58,54.7
3,2026:06:22 19:24:58,491.2
1,2026:06:22 19:25:58,458.2
2,2026:06:22 19:25:58,751.3
3,2026:06:22 19:25:58,176.5
1,2026:06:22 19:26:58,6.1
2,2026:06:22 19:26:58,152.5
3,2026:06:22 19:26:58,550.2
1,2026:06:22 19:27:58,288.6
2,2026:06:22 19:27:58,69.6
3,2026:06:22 19:27:58,3.3
1,2026:06:22 19:28:58,623.8
2,2026:06:22 19:28:58,646.6
3,2026:06:22 19:28:58,31.8
1,2026:06:22 19:29:58,617.7
2,2026:06:22 19:29:58,739.4
3,2026:06:22 19:29:58,573.6
1,2026:06:22 19:30:58,408.4
2,2026:06:22 19:30:58,496.1
3,2026:06:22 19:30:58,757.3
1,2026:06:22 19:31:58,689.4
2,2026:06:22 19:31:58,223.5
3,2026:06:22 19:31:58,146.7
1,2026:06:22 19:32:58,505.7
2,2026:06:22 19:32:58,0.9
3,2026:06:22 19:32:58,698.4
1,2026:06:22 19:33:58,496.4
2,2026:06:22 19:33:58,85.1
3,2026:06:22 19:33:58,691.3
1,2026:06:22 19:34:58,54.7
2,2026:06:22 19:34:58,752.0
3,2026:06:22 19:34:58,365.1
1,2026:06:22 19:35:58,223.6
2,2026:06:22 19:35:58,15.4
3,2026:06:22 19:35:58,269.0
1,2026:06:22 19:36:58,75.7
2,2026:06:22 19:36:58,738.6
3,2026:06:22 19:36:58,496.1
1,2026:06:22 19:37:58,20.7
2,2026:06:22 19:37:58,687.9
3,2026:06:22 19:37:58,160.9
1,2026:06:22 19:38:58,409.2
2,2026:06:22 19:38:58,218.1
3,2026:06:22 19:38:58,625.7
1,2026:06:22 19:39:58,328.6
2,2026:06:22 19:39:58,200.8
3,2026:06:22 19:39:58,651.8
1,2026:06:22 19:40:58,215.4
2,2026:06:22 19:40:58,179.4
3,2026:06:22 19:40:58,491.8
1,2026:06:22 19:41:58,494.5
2,2026:06:22 19:41:58,705.7
3,2026:06:22 19:41:58,277.9
1,2026:06:22 19:42:58,750.8
2,2026:06:22 19:42:58,552.4
3,2026:06:22 19:42:58,435.9
1,2026:06:22 19:43:58,282.1
2,2026:06:22 19:43:58,640.8
3,2026:06:22 19:43:58,402.3
1,2026:06:22 19:44:58,331.3
2,2026:06:22 19:44:58,545.7
3,2026:06:22 19:44:58,2.8
1,2026:06:22 19:45:58,258.9
2,2026:06:22 19:45:58,272.7
3,2026:06:22 19:45:58,195.5
1,2026:06:22 19:46:58,418.6
2,2026:06:22 19:46:58,425.5
3,2026:06:22 19:46:58,198.9
1,2026:06:22 19:47:58,791.3
2,2026:06:22 19:47:58,248.0
3,2026:06:22 19:47:58,329.9
1,2026:06:22 19:48:58,745.1
2,2026:06:22 19:48:58,320.1
3,2026:06:22 19:48:58,629.6
1,2026:06:22 19:49:58,624.2
2,2026:06:22 19:49:58,475.0
3,2026:06:22 19:49:58,616.0
1,2026:06:22 19:50:58,588.5
2,2026:06:22 19:50:58,367.3
3,2026:06:22 19:50:58,780.5
1,2026:06:22 19:51:58,6.7
2,2026:06:22 19:51:58,417.9
3,2026:06:22 19:51:58,203.9
1,2026:06:22 19:52:58,451.8
2,2026:06:22 19:52:58,140.0
3,2026:06:22 19:52:58,86.0
1,2026:06:22 19:53:58,770.6
2,2026:06:22 19:53:58,218.2
3,2026:06:22 19:53:58,167.1
1,2026:06:22 19:54:58,790.2
2,2026:06:22 19:54:58,313.2
3,2026:06:22 19:54:58,326.2
1,2026:06:22 19:55:58,758.3
2,2026:06:22 19:55:58,100.5
3,2026:06:22 19:55:58,253.0
1,2026:06:22 19:56:58,518.0
2,2026:06:22 19:56:58,576.0
3,2026:06:22 19:56:58,56.4
1,2026:06:22 19:57:58,202.6
2,2026:06:22 19:57:58,456.4
3,2026:06:22 19:57:58,364.2
1,2026:06:22 19:58:58,639.1
2,2026:06:22 19:58:58,91.8
3,2026:06:22 19:58:58,581.3
1,2026:06:22 19:59:58,406.0
2,2026:06:22 19:59:58,724.8
3,2026:06:22 19:59:58,688.7
1,2026:06:22 20:00:58,607.5
2,2026:06:22 20:00:58,373.4
3,2026:06:22 20:00:58,466.3
1,2026:06:22 20:01:58,63.3
2,2026:06:22 20:01:58,297.8
3,2026:06:22 20:01:58,7.5
1,2026:06:22 20:02:58,8.0
2,2026:06:22 20:02:58,179.0
3,2026:06:22 20:02:58,368.3
1,2026:06:22 20:03:58,471.4
2,2026:06:22 20:03:58,214.6
3,2026:06:22 20:03:58,235.7
1,2026:06:22 20:04:58,615.6
2,2026:06:22 20:04:58,51.5
3,2026:06:22 20:04:58,738.3
1,2026:06:22 20:05:58,290.5
2,2026:06:22 20:05:58,704.2
3,2026:06:22 20:05:58,397.6
1,2026:06:22 20:06:58,418.5
2,2026:06:22 20:06:58,46.8
3,2026:06:22 20:06:58,134.8
1,2026:06:22 20:07:58,358.1
2,2026:06:22 20:07:58,63.1
3,2026:06:22 20:07:58,64.2
1,2026:06:22 20:08:58,10.5
2,2026:06:22 20:08:58,389.9
3,2026:06:22 20:08:58,415.3
1,2026:06:22 20:09:58,39.9
2,2026:06:22 20:09:58,491.9
3,2026:06:22 20:09:58,351.9
1,2026:06:22 20:10:58,190.0
2,2026:06:22 20:10:58,191.2
3,2026:06:22 20:10:58,179.5
1,2026:06:22 20:11:58,244.6
2,2026:06:22 20:11:58,398.7
3,2026:06:22 20:11:58,389.6
1,2026:06:22 20:12:58,419.5
2,2026:06:22 20:12:58,45.1
3,2026:06:22 20:12:58,338.3
1,2026:06:22 20:13:58,487.3
2,2026:06:22 20:13:58,7.0
3,2026:06:22 20:13:58,540.7
1,2026:06:22 20:14:58,567.1
2,2026:06:22 20:14:58,180.2
3,2026:06:22 20:14:58,655.6
1,2026:06:22 20:15:58,53.6
2,2026:06:22 20:15:58,684.5
3,2026:06:22 20:15:58,555.7
1,2026:06:22 20:16:58,249.5
2,2026:06:22 20:16:58,6.1
3,2026:06:22 20:16:58,643.9
1,2026:06:22 20:17:58,521.7
2,2026:06:22 20:17:58,193.0
3,2026:06:22 20:17:58,275.6
1,2026:06:22 20:18:58,733.1
2,2026:06:22 20:18:58,175.6
3,2026:06:22 20:18:58,97.4
1,2026:06:22 20:19:58,455.5
2,2026:06:22 20:19:58,339.4
3,2026:06:22 20:19:58,76.3
1,2026:06:22 20:20:58,484.1
2,2026:06:22 20:20:58,155.5
3,2026:06:22 20:20:58,652.2
1,2026:06:22 20:21:58,518.4
2,2026:06:22 20:21:58,650.7
3,2026:06:22 20:21:58,23.1
1,2026:06:22 20:22:58,719.2
2,2026:06:22 20:22:58,211.8
3,2026:06:22 20:22:58,109.3
1,2026:06:22 20:23:58,770.8
2,2026:06:22 20:23:58,692.3
3,2026:06:22 20:23:58,173.6
1,2026:06:22 20:24:58,41.0
2,2026:06:22 20:24:58,24.7
3,2026:06:22 20:24:58,190.9
1,2026:06:22 20:25:58,205.1
2,2026:06:22 20:25:58,525.0
3,2026:06:22 20:25:58,126.6
1,2026:06:22 20:26:58,559.0
2,2026:06:22 20:26:58,384.0
3,2026:06:22 20:26:58,544.2
1,2026:06:22 20:27:58,304.6
2,2026:06:22 20:27:58,80.3
3,2026:06:22 20:27:58,509.5
1,2026:06:22 20:28:58,674.2
2,2026:06:22 20:28:58,555.5
3,2026:06:22 20:28:58,186.1
1,2026:06:22 20:29:58,367.0
2,2026:06:22 20:29:58,26.8
3,2026:06:22 20:29:58,21.5
1,2026:06:22 20:30:58,66.7
2,2026:06:22 20:30:58,377.4
3,2026:06:22 20:30:58,276.9
1,2026:06:22 20:31:58,678.3
2,2026:06:22 20:31:58,268.7
3,2026:06:22 20:31:58,16.4
1,2026:06:22 20:32:58,678.0
2,2026:06:22 20:32:58,480.8
3,2026:06:22 20:32:58,730.6
1,2026:06:22 20:33:58,422.5
2,2026:06:22 20:33:58,443.1
3,2026:06:22 20:33:58,81.8
1,2026:06:22 20:34:58,578.7
2,2026:06:22 20:34:58,348.3
3,2026:06:22 20:34:58,740.6
1,2026:06:22 20:35:58,797.1
2,2026:06:22 20:35:58,225.9
3,2026:06:22 20:35:58,32.9
1,2026:06:22 20:36:58,275.2
2,2026:06:22 20:36:58,364.2
3,2026:06:22 20:36:58,23.1
1,2026:06:22 20:37:58,316.1
2,2026:06:22 20:37:58,520.1
3,2026:06:22 20:37:58,592.7
1,2026:06:22 20:38:58,353.4
2,2026:06:22 20:38:58,258.2
3,2026:06:22 20:38:58,395.4
1,2026:06:22 20:39:58,307.0
2,2026:06:22 20:39:58,502.3
3,2026:06:22 20:39:58,399.4
1,2026:06:22 20:40:58,535.0
2,2026:06:22 20:40:58,327.5
3,2026:06:22 20:40:58,774.8
1,2026:06:22 20:41:58,288.2
2,2026:06:22 20:41:58,25.1
3,2026:06:22 20:41:58,522.7
1,2026:06:22 20:42:58,204.7
2,2026:06:22 20:42:58,314.7
3,2026:06:22 20:42:58,191.8
1,2026:06:22 20:43:58,245.1
2,2026:06:22 20:43:58,75.5
3,2026:06:22 20:43:58,53.9
1,2026:06:22 20:44:58,455.7
2,2026:06:22 20:44:58,510.8
3,2026:06:22 20:44:58,343.4
1,2026:06:22 20:45:58,375.6
2,2026:06:22 20:45:58,678.8
3,2026:06:22 20:45:58,262.8
1,2026:06:22 20:46:58,705.2
2,2026:06:22 20:46:58,307.7
3,2026:06:22 20:46:58,240.7
1,2026:06:22 20:47:58,277.2
2,2026:06:22 20:47:58,793.1
3,2026:06:22 20:47:58,23.0
1,2026:06:22 20:48:58,382.9
2,2026:06:22 20:48:58,196.1
3,2026:06:22 20:48:58,76.0
1,2026:06:22 20:49:58,366.2
2,2026:06:22 20:49:58,438.5
3,2026:06:22 20:49:58,38.5
1,2026:06:22 20:50:58,710.7
2,2026:06:22 20:50:58,117.1
3,2026:06:22 20:50:58,355.6
1,2026:06:22 20:51:58,467.9
2,2026:06:22 20:51:58,551.8
3,2026:06:22 20:51:58,151.7
1,2026:06:22 20:52:58,548.3
2,2026:06:22 20:52:58,755.1
3,2026:06:22 20:52:58,327.2
1,2026:06:22 20:53:58,649.7
2,2026:06:22 20:53:58,549.6
3,2026:06:22 20:53:58,139.9
1,2026:06:22 20:54:58,642.8
2,2026:06:22 20:54:58,241.8
3,2026:06:22 20:54:58,646.7
1,2026:06:22 20:55:58,730.6
2,2026:06:22 20:55:58,633.6
3,2026:06:22 20:55:58,656.2
1,2026:06:22 20:56:58,502.6
2,2026:06:22 20:56:58,576.7
3,2026:06:22 20:56:58,554.3
1,2026:06:22 20:57:58,271.3
2,2026:06:22 20:57:58,696.7
3,2026:06:22 20:57:58,87.7
1,2026:06:22 20:58:58,239.2
2,2026:06:22 20:58:58,706.7
3,2026:06:22 20:58:58,12.0
1,2026:06:22 20:59:58,219.4
2,2026:06:22 20:59:58,259.3
3,2026:06:22 20:59:58,448.0
1,2026:06:22 21:00:58,568.2
2,2026:06:22 21:00:58,664.2
3,2026:06:22 21:00:58,753.5
1,2026:06:22 21:01:58,323.9
2,2026:06:22 21:01:58,219.7
3,2026:06:22 21:01:58,210.3
1,2026:06:22 21:02:58,761.1
2,2026:06:22 21:02:58,356.0
3,2026:06:22 21:02:58,471.9
1,2026:06:22 21:03:58,106.0
2,2026:06:22 21:03:58,386.8
3,2026:06:22 21:03:58,493.9
1,2026:06:22 21:04:58,229.1
2,2026:06:22 21:04:58,674.0
3,2026:06:22 21:04:58,737.2
1,2026:06:22 21:05:58,261.4
2,2026:06:22 21:05:58,351.3
3,2026:06:22 21:05:58,354.5
1,2026:06:22 21:06:58,227.8
2,2026:06:22 21:06:58,644.5
3,2026:06:22 21:06:58,379.9
1,2026:06:22 21:07:58,148.6
2,2026:06:22 21:07:58,68.3
3,2026:06:22 21:07:58,658.0
1,2026:06:22 21:08:58,677.7
2,2026:06:22 21:08:58,311.4
3,2026:06:22 21:08:58,263.3
1,2026:06:22 21:09:58,757.4
2,2026:06:22 21:09:58,713.4
3,2026:06:22 21:09:58,40.1
1,2026:06:22 21:10:58,578.4
2,2026:06:22 21:10:58,468.8
3,2026:06:22 21:10:58,490.3
1,2026:06:22 21:11:58,420.4
2,2026:06:22 21:11:58,721.8
3,2026:06:22 21:11:58,307.1
1,2026:06:22 21:12:58,761.3
2,2026:06:22 21:12:58,377.8
3,2026:06:22 21:12:58,629.3
1,2026:06:22 21:13:58,610.6
2,2026:06:22 21:13:58,115.6
3,2026:06:22 21:13:58,723.4
1,2026:06:22 21:14:58,436.1
2,2026:06:22 21:14:58,126.5
3,2026:06:22 21:14:58,735.2
1,2026:06:22 21:15:58,399.5
2,2026:06:22 21:15:58,756.4
3,2026:06:22 21:15:58,462.0
1,2026:06:22 21:16:58,140.3
2,2026:06:22 21:16:58,660.7
3,2026:06:22 21:16:58,35.5
1,2026:06:22 21:17:58,260.3
2,2026:06:22 21:17:58,457.8
3,2026:06:22 21:17:58,461.8
1,2026:06:22 21:18:58,34.9
2,2026:06:22 21:18:58,76.1
3,2026:06:22 21:18:58,453.7
1,2026:06:22 21:19:58,651.5
2,2026:06:22 21:19:58,174.4
3,2026:06:22 21:19:58,19.8
1,2026:06:22 21:20:58,113.8
2,2026:06:22 21:20:58,244.0
3,2026:06:22 21:20:58,477.4
1,2026:06:22 21:21:58,362.2
2,2026:06:22 21:21:58,269.5
3,2026:06:22 21:21:58,502.6
1,2026:06:22 21:22:58,667.0
2,2026:06:22 21:22:58,313.4
3,2026:06:22 21:22:58,611.5
1,2026:06:22 21:23:58,142.8
2,2026:06:22 21:23:58,752.6
3,2026:06:22 21:23:58,670.1
1,2026:06:22 21:24:58,729.4
2,2026:06:22 21:24:58,742.5
3,2026:06:22 21:24:58,411.6
1,2026:06:22 21:25:58,786.9
2,2026:06:22 21:25:58,45.9
3,2026:06:22 21:25:58,753.4
1,2026:06:22 21:26:58,67.2
2,2026:06:22 21:26:58,514.7
3,2026:06:22 21:26:58,372.8
1,2026:06:22 21:27:58,743.6
2,2026:06:22 21:27:58,544.6
3,2026:06:22 21:27:58,77.7
1,2026:06:22 21:28:58,251.7
2,2026:06:22 21:28:58,207.1
3,2026:06:22 21:28:58,782.2
1,2026:06:22 21:29:58,303.1
2,2026:06:22 21:29:58,159.7
3,2026:06:22 21:29:58,75.5
1,2026:06:22 21:30:58,307.2
2,2026:06:22 21:30:58,327.4
3,2026:06:22 21:30:58,543.3
1,2026:06:22 21:31:58,566.2
2,2026:06:22 21:31:58,45.9
3,2026:06:22 21:31:58,260.1
1,2026:06:22 21:32:58,406.3
2,2026:06:22 21:32:58,152.0
3,2026:06:22 21:32:58,66.0
1,2026:06:22 21:33:58,520.4
2,2026:06:22 21:33:58,551.8
3,2026:06:22 21:33:58,609.3
1,2026:06:22 21:34:58,619.6
2,2026:06:22 21:34:58,410.7
3,2026:06:22 21:34:58,227.3
1,2026:06:22 21:35:58,39.2
2,2026:06:22 21:35:58,704.3
3,2026:06:22 21:35:58,520.7
1,2026:06:22 21:36:58,613.8
2,2026:06:22 21:36:58,722.1
3,2026:06:22 21:36:58,53.5
1,2026:06:22 21:37:58,59.0
2,2026:06:22 21:37:58,319.7
3,2026:06:22 21:37:58,485.7
1,2026:06:22 21:38:58,602.7
2,2026:06:22 21:38:58,30.1
3,2026:06:22 21:38:58,132.7
1,2026:06:22 21:39:58,196.2
2,2026:06:22 21:39:58,159.8
3,2026:06:22 21:39:58,190.1
1,2026:06:22 21:40:58,365.9
2,2026:06:22 21:40:58,244.4
3,2026:06:22 21:40:58,232.7
1,2026:06:22 21:41:58,91.3
2,2026:06:22 21:41:58,652.5
3,2026:06:22 21:41:58,768.0
1,2026:06:22 21:42:58,590.5
2,2026:06:22 21:42:58,262.8
3,2026:06:22 21:42:58,466.0
1,2026:06:22 21:43:58,768.9
2,2026:06:22 21:43:58,32.3
3,2026:06:22 21:43:58,541.4
1,2026:06:22 21:44:58,84.4
2,2026:06:22 21:44:58,354.7
3,2026:06:22 21:44:58,288.6
1,2026:06:22 21:45:58,706.3
2,2026:06:22 21:45:58,312.1
3,2026:06:22 21:45:58,230.4
1,2026:06:22 21:46:58,483.4
2,2026:06:22 21:46:58,733.6
3,2026:06:22 21:46:58,640.7
1,2026:06:22 21:47:58,118.0
2,2026:06:22 21:47:58,191.2
3,2026:06:22 21:47:58,608.9
1,2026:06:22 21:48:58,487.5
2,2026:06:22 21:48:58,634.0
3,2026:06:22 21:48:58,83.4
1,2026:06:22 21:49:58,134.5
2,2026:06:22 21:49:58,716.5
3,2026:06:22 21:49:58,124.8
1,2026:06:22 21:50:58,434.1
2,2026:06:22 21:50:58,157.4
3,2026:06:22 21:50:58,478.2
1,2026:06:22 21:51:58,330.5
2,2026:06:22 21:51:58,624.0
3,2026:06:22 21:51:58,435.3
1,2026:06:22 21:52:58,442.3
2,2026:06:22 21:52:58,789.3
3,2026:06:22 21:52:58,480.8
1,2026:06:22 21:53:58,744.9
2,2026:06:22 21:53:58,372.7
3,2026:06:22 21:53:58,46.3
1,2026:06:22 21:54:58,381.2
2,2026:06:22 21:54:58,149.4
3,2026:06:22 21:54:58,367.6
1,2026:06:22 21:55:58,535.0
2,2026:06:22 21:55:58,234.2
3,2026:06:22 21:55:58,76.0
1,2026:06:22 21:56:58,645.7
2,2026:06:22 21:56:58,596.7
3,2026:06:22 21:56:58,325.8
1,2026:06:22 21:57:58,667.4
2,2026:06:22 21:57:58,326.3
3,2026:06:22 21:57:58,685.2
1,2026:06:22 21:58:58,678.8
2,2026:06:22 21:58:58,447.0
3,2026:06:22 21:58:58,218.4
1,2026:06:22 21:59:58,475.4
2,2026:06:22 21:59:58,267.7
3,2026:06:22 21:59:58,491.1
1,2026:06:22 22:00:58,768.6
2,2026:06:22 22:00:58,362.1
3,2026:06:22 22:00:58,287.9
1,2026:06:22 22:01:58,746.8
2,2026:06:22 22:01:58,414.4
3,2026:06:22 22:01:58,370.3
1,2026:06:22 22:02:58,285.1
2,2026:06:22 22:02:58,89.8
3,2026:06:22 22:02:58,463.7
1,2026:06:22 22:03:58,749.0
2,2026:06:22 22:03:58,638.1
3,2026:06:22 22:03:58,297.0
1,2026:06:22 22:04:58,639.2
2,2026:06:22 22:04:58,542.2
3,2026:06:22 22:04:58,582.7
1,2026:06:22 22:05:58,648.4
2,2026:06:22 22:05:58,251.1
3,2026:06:22 22:05:58,8.6
1,2026:06:22 22:06:58,623.6
2,2026:06:22 22:06:58,207.6
3,2026:06:22 22:06:58,678.2
1,2026:06:22 22:07:58,406.7
2,2026:06:22 22:07:58,615.5
3,2026:06:22 22:07:58,217.8
1,2026:06:22 22:08:58,573.2
2,2026:06:22 22:08:58,688.0
3,2026:06:22 22:08:58,301.7
1,2026:06:22 22:09:58,377.4
2,2026:06:22 22:09:58,395.5
